measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2015,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2015,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2015,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2015,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Number,2016,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2016,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2016,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2016,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2016,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2016,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Number,2017,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2017,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2017,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2017,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2017,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2017,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Number,2018,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2018,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2018,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2018,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2018,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2018,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Number,2019,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2019,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2019,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2019,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2019,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2019,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Number,2020,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2020,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2020,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2020,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2020,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2020,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Number,2021,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Number,2021,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Percent,2021,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Percent,2021,0.0,0.0,0.0
Incidence,Italy,Male,20-24 years,Atrial fibrillation and flutter,Rate,2021,0.0,0.0,0.0
Incidence,Italy,Female,20-24 years,Atrial fibrillation and flutter,Rate,2021,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1990,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1990,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1990,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1990,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1990,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1990,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1991,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1991,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1991,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1991,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1991,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1991,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1992,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1992,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1992,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1992,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1992,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1992,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1993,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1993,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1993,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1993,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1993,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1993,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1994,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1994,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1994,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1994,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1994,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1994,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1995,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1995,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1995,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1995,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1995,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1995,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1996,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1996,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1996,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1996,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1996,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1996,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1997,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1997,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1997,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1997,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1997,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1997,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1998,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1998,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1998,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1998,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1998,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1998,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,1999,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,1999,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,1999,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,1999,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,1999,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,1999,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2000,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2000,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2000,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2000,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2000,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2000,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2001,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2001,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2001,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2001,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2001,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2001,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2002,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2002,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2002,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2002,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2002,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2002,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2003,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2003,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2003,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2003,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2003,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2003,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2004,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2004,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2004,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2004,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2004,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2004,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2005,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2005,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2005,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2005,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2005,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2005,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2006,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2006,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2006,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2006,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2006,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2006,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2007,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2007,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2007,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2007,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2007,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2007,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2008,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2008,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2008,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2008,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2008,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2008,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2009,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2009,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2009,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2009,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2009,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2009,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2010,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2010,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2010,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2010,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2010,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2010,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2011,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2011,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2011,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2011,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2011,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2011,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2012,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2012,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2012,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2012,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2012,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2012,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2013,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2013,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2013,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2013,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2013,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2013,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2014,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2014,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2014,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2014,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2014,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2014,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2015,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2015,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2015,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2015,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2016,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2016,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2016,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2016,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2016,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2016,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2017,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2017,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2017,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2017,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2017,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2017,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2018,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2018,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2018,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2018,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2018,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2018,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2019,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2019,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2019,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2019,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2019,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2019,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2020,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2020,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2020,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2020,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2020,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2020,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Number,2021,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Number,2021,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Percent,2021,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Percent,2021,0.0,0.0,0.0
Incidence,Italy,Male,25-29 years,Atrial fibrillation and flutter,Rate,2021,0.0,0.0,0.0
Incidence,Italy,Female,25-29 years,Atrial fibrillation and flutter,Rate,2021,0.0,0.0,0.0
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Number,1990,177.8521482378317,296.94692359720204,93.93416684904513
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Number,1990,45.56352581866327,91.06426742166268,18.27714822998503
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Percent,1990,2.45775609707e-05,4.06105009419e-05,1.2462650808e-05
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Percent,1990,4.7975208913e-06,9.1777472401e-06,1.8767967049e-06
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Rate,1990,8.7878279307,14.67240342597,4.64136814349
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Rate,1990,2.27227443702,4.5414177957,0.9114899683100001
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Number,1991,179.91446351966184,299.13706796239126,94.64098880110106
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Number,1991,45.52493585212008,91.38254998865524,18.232987590446783
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Percent,1991,2.43987815888e-05,4.0212164705e-05,1.22814535373e-05
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Percent,1991,4.7174014427e-06,9.0343838832e-06,1.8569982375e-06
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Rate,1991,8.72852898242,14.51259957841,4.59149641177
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Rate,1991,2.2308443540600003,4.47799083923,0.8934654527800001
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Number,1992,183.0985687864896,303.53940378133194,96.24482653385914
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Number,1992,46.00066557282994,92.56889379897493,18.396986524209957
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Percent,1992,2.42991400443e-05,4.01096612815e-05,1.22121268648e-05
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Percent,1992,4.6719940034e-06,8.9565390715e-06,1.841179087e-06
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Rate,1992,8.69431123711,14.41336252211,4.5701202493999995
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Rate,1992,2.2061445382200002,4.439508796689999,0.8823005240199999
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Number,1993,186.7296972957481,309.1746911873738,98.34079362879484
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Number,1993,46.756012142379234,94.20337844034702,18.848347621299556
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Percent,1993,2.42576049339e-05,4.01224189887e-05,1.21552228993e-05
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Percent,1993,4.651181046e-06,8.925363737e-06,1.8353211428e-06
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Rate,1993,8.6785858047,14.36942877843,4.57055855587
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Rate,1993,2.19369696434,4.4198308591,0.88432612332
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Number,1994,190.95571215472893,316.2162195802257,99.7456697550306
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Number,1994,47.74827275798282,96.26291404725796,19.349750409929243
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Percent,1994,2.42553398056e-05,4.02609817923e-05,1.21299410011e-05
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Percent,1994,4.6454886429e-06,8.9228553474e-06,1.8350858242e-06
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Rate,1994,8.6760710898,14.36728113482,4.53194362153
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Rate,1994,2.18941093152,4.4139623098700005,0.88724790705
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Number,1995,194.95684799942768,323.03366643173496,100.71692866584604
Incidence,Italy,Female,30-34 years,Atrial fibrillation and flutter,Number,1995,48.71731184688733,98.26694576865825,19.83877116143357
Incidence,Italy,Male,30-34 years,Atrial fibrillation and flutter,Percent,1995,2.42750810162e-05,4.0500743686e-05,1.21235145058e-05
